address,area,block,direction,floors,furnishing_sell,house_type,land_type,length,living_size,price,price_m2,property_legal_document,property_road_condition,region,rooms,size,toilets,ward,width
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,,Nhà ngõ,,10 m,80 m²,1800000000,"22,5 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,2 phòng,80 m²,1 phòng,Phường Trảng Dài,8 m
"Đường Cây Sung, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,,Nhà ngõ,,16 m,120 m²,950000000,"11,88 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,80 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Nguyễn Tri Phương, Phường Bửu Hòa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,1,,Nhà ngõ,,14 m,132 m²,2400000000,"36,36 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,66 m²,2 phòng,Phường Bửu Hòa,4.6 m
"60, đuòng tà lài, Xã Tà Lài, Huyện Tân Phú, Đồng Nai",Huyện Tân Phú,,,,,Nhà mặt phố,,60 m,6000 m²,2100000000,350.000 đ/m²,Đã có sổ,,Đồng Nai,2 phòng,6000 m²,1 phòng,Xã Tà Lài,100 m
"Đường Hương lộ 105, Xã Phú Ngọc, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Tây,,,Nhà mặt phố,,48 m,616 m²,4500000000,"7,31 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,616 m²,1 phòng,Xã Phú Ngọc,13 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,SUN HARBOR 1,Tây,3,Bàn giao thô,Nhà biệt thự,,21 m,448 m²,29500000000,"117,06 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,4 phòng,252 m²,5 phòng,Xã Long Hưng,12 m
"51, Đường Nguyễn Văn Tiên, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,,Nhà mặt phố,,49 m,450 m²,14000000000,"31,11 triệu/m²",,,Đồng Nai,3 phòng,450 m²,3 phòng,Phường Tân Phong,9 m
"Đường Lê A, Xã Bình Lộc, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Đông,,Hoàn thiện cơ bản,Nhà mặt phố,,48 m,266 m²,2100000000,"7,89 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,266 m²,2 phòng,Xã Bình Lộc,5.2 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Đảo Phượng Hoàng - Khu North,,4,Bàn giao thô,Nhà phố liền kề,,20 m,340 m²,28400000000,"116,39 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,244 m²,4 phòng,Xã Long Hưng,10 m
"Đường ĐT 768, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,Nội thất đầy đủ,Nhà phố liền kề,,10 m,80 m²,680000000,17 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,40 m²,2 phòng,Xã Thạnh Phú,4 m
"Đường Võ Nguyên Giáp, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,,Nhà mặt phố,,18 m,200 m²,4900000,60.493 đ/m²,,,Đồng Nai,3 phòng,81 m²,2 phòng,Phường Phước Tân,4.5 m
"Nguyễn Ái Quốc, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,Hoàn thiện cơ bản,Nhà ngõ,,40 m,360 m²,3200000000,"8,89 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,360 m²,1 phòng,Phường Hố Nai,9 m
"Đường Phạm Văn Đồng, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,SUNRISE,,3,Bàn giao thô,Nhà biệt thự,,15 m,178 m²,5700000000,"54,29 triệu/m²",Giấy tờ khác,,Đồng Nai,5 phòng,105 m²,3 phòng,Thị trấn Long Thành,7 m
"Đường Nguyễn Thái Học, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,24 m,120 m²,1450000000,"12,08 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,120 m²,1 phòng,Phường Trảng Dài,5 m
"Bán đảo Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà biệt thự,,,320 m²,16000000000,50 triệu/m²,Đang chờ sổ,Hẻm xe hơi,Đồng Nai,4 phòng,320 m²,4 phòng,Xã Đại Phước,
"13A8 khu phố 11, khu quân đoàn 4, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,lô A8,Tây,2,Nội thất cao cấp,Nhà mặt phố,,24 m,200 m²,3900500000,"32,5 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,120 m²,2 phòng,Phường Tân Phong,5 m
"Đường Thân Nhân Trung, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,1,,Nhà ngõ,,24 m,200 m²,1630000000,"13,58 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,120 m²,2 phòng,Phường Trảng Dài,5 m
"hẻm 2 binh loi, Đường Hương Lộ 7, Xã Bình Lợi, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Đông Nam,,,Nhà ngõ,,18 m,144 m²,1800000000,"12,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,144 m²,2 phòng,Xã Bình Lợi,8 m
"Đường Phạm Văn Đồng, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,,Nhà biệt thự,,15 m,,5700000000,"54,29 triệu/m²",,,Đồng Nai,3 phòng,105 m²,,Thị trấn Long Thành,7 m
"Đường Phạm Văn Thuận, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,,,Nhà ngõ,,15 m,250 m²,3500000000,"43,75 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,4 phòng,80 m²,3 phòng,Phường Tam Hiệp,5 m
"Đường 51, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Tây,,,Nhà ngõ,,20 m,100 m²,1020000000,"10,2 triệu/m²",,,Đồng Nai,1 phòng,100 m²,1 phòng,Thị trấn Long Thành,5 m
"Đường Vành Đai 4, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,,Nhà phố liền kề,,,,2800000000,"21,21 triệu/m²",Đã có sổ,,Đồng Nai,4 phòng,132 m²,3 phòng,Thị trấn Long Thành,
"Đường Cách Mạng Tháng Tám, Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,21 m,78 m²,11000000000,"120,88 triệu/m²",,,Đồng Nai,1 phòng,91.8 m²,1 phòng,Phường Quyết Thắng,4 m
"Đường Xuân Phú - Xuân Tây, Xã Xuân Thọ, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,Đông Bắc,,Hoàn thiện cơ bản,Nhà ngõ,,20 m,100 m²,440000000,"3,14 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,140 m²,1 phòng,Xã Xuân Thọ,7 m
"Ngã ba thốt nốt, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,,Nhà ngõ,,18 m,90 m²,1200000000,"13,33 triệu/m²",Giấy tờ khác,,Đồng Nai,2 phòng,90 m²,1 phòng,Phường Trảng Dài,5 m
"Đường Thân Nhân Trung, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất đầy đủ,Nhà ngõ,,20 m,100 m²,1650000000,"16,5 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,1 phòng,100 m²,1 phòng,Phường Trảng Dài,5 m
"Đường Quốc Lộ 51, Xã Long An, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Đông,1,,Nhà phố liền kề,,20 m,,3000000000,30 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,2 phòng,Xã Long An,5 m
"Đường Hàm Nghi, Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,32 m,338 m²,3850000000,"11,39 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,338 m²,1 phòng,Phường Tam Phước,12 m
"Đường Quốc Lộ 51, Xã An Phước, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Đông Bắc,,,Nhà ngõ,,20 m,150 m²,1609000000,"5,81 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,277 m²,2 phòng,Xã An Phước,7.5 m
"Đường 20, Xã Hưng Thịnh, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,,Nhà ngõ,,5 m,100 m²,729000000,"7,29 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,100 m²,1 phòng,Xã Hưng Thịnh,17 m
"trần thị hoa, Phường An Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,,Hoàn thiện cơ bản,Nhà ngõ,,12.5 m,98 m²,1950000000,"39,8 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,49 m²,2 phòng,Phường An Bình,4 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Phoenix Central,Đông Bắc,3,Bàn giao thô,Nhà biệt thự,,25 m,215 m²,12000000000,"68,57 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,3 phòng,175 m²,4 phòng,Xã Long Hưng,7 m
"Ấp Quảng Hoà, Xã Quảng Tiến, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Tây Nam,,,Nhà ngõ,,21 m,153 m²,2300000000,"15,03 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,153 m²,1 phòng,Xã Quảng Tiến,8 m
"QL 20, Xã La Ngà, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,,,Nhà mặt phố,,90 m,1600 m²,2300000000,"1,44 triệu/m²",,,Đồng Nai,2 phòng,1600 m²,2 phòng,Xã La Ngà,16 m
"Đường ĐT 768, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,,,3900000000,39 triệu/m²,Đã có sổ,,Đồng Nai,3 phòng,100 m²,3 phòng,Phường Long Bình Tân,
"507, Đường Hồ Thị Hương, Xã Bàu Trâm, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Tây,1,Nội thất đầy đủ,Nhà mặt phố,,49 m,340 m²,16000000000,"47,06 triệu/m²",Đã có sổ,,Đồng Nai,4 phòng,340 m²,4 phòng,Xã Bàu Trâm,7 m
"Đường Phạm Văn Đồng, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Bàn giao thô,Nhà biệt thự,,10 m,178 m²,5600000000,"53,33 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,105 m²,3 phòng,Thị trấn Long Thành,5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Hoàn thiện cơ bản,Nhà biệt thự,,,260 m²,7600000000,"47,5 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,160 m²,4 phòng,Xã Long Hưng,
"Lạc Sơn, Xuân Thiện, Xã Quang Trung, Huyện Thống Nhất, Đồng Nai",Huyện Thống Nhất,,Nam,,Hoàn thiện cơ bản,Nhà mặt phố,,80 m,800 m²,4500000000,"5,63 triệu/m²",Đã có sổ,,Đồng Nai,4 phòng,800 m²,3 phòng,Xã Quang Trung,10 m
"Đường Nguyễn Đình Chiểu, Xã Phú Thịnh, Huyện Tân Phú, Đồng Nai",Huyện Tân Phú,nhà hẻm,Đông,,,Nhà ngõ,,4 m,405 m²,650000000,"1,6 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,405 m²,1 phòng,Xã Phú Thịnh,40 m
"Đường Nam Cao, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,19 m,179 m²,6000000000,50 triệu/m²,,,Đồng Nai,4 phòng,120 m²,4 phòng,Xã Long Hưng,6 m
"hẻm Bùi Hữu Nghĩa, Phường Tân Hạnh, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,,,Nhà ngõ,,17.5 m,120 m²,2300000000,"32,86 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,70 m²,2 phòng,Phường Tân Hạnh,4 m
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,,,Nhà biệt thự,,70 m,1200 m²,30000000000,"10,71 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,2800 m²,3 phòng,Phường Bửu Long,40 m
"Đường 25B, Thị trấn Hiệp Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,Đông,,Bàn giao thô,Nhà mặt phố,,21 m,252 m²,8100000000,"41,54 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,195 m²,5 phòng,Thị trấn Hiệp Phước,9.3 m
"KCN Giang Điền, Xã Giang Điền, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,1,Hoàn thiện cơ bản,Nhà ngõ,,28 m,,1750000000,"12,24 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,143 m²,2 phòng,Xã Giang Điền,5 m
"Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất cao cấp,Nhà ngõ,,26 m,122 m²,5600000000,"45,9 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,4 phòng,122 m²,3 phòng,Phường Tân Hiệp,5 m
"Đường Hùng Vương, Xã Vĩnh Thanh, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,Tây Bắc,,,Nhà mặt phố,,28 m,,5800000000,"28,43 triệu/m²",Đã có sổ,,Đồng Nai,1 phòng,204 m²,1 phòng,Xã Vĩnh Thanh,7.5 m
"Đường Đồng Khởi, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,1,Nội thất cao cấp,Nhà mặt phố,,20 m,200 m²,2150000000,"21,5 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,2 phòng,Phường Trảng Dài,5 m
"26A, Đường Nguyễn Thái Học, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,20 m,40 m²,660000000,"16,5 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,40 m²,1 phòng,Phường Trảng Dài,3 m
"oto, Phường Quang Vinh, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,17.69 m,,3780000000,"38,18 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,99 m²,1 phòng,Phường Quang Vinh,6.12 m
"Đường Nguyễn Ái Quốc, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,Bàn giao thô,Nhà ngõ,,25 m,326 m²,4400000000,"13,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,5 phòng,326 m²,2 phòng,Phường Hố Nai,13 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà phố liền kề,,225 m,200 m²,9000000000,"66,67 triệu/m²",,,Đồng Nai,3 phòng,135 m²,3 phòng,Xã Long Hưng,6 m
"Đường Lý Văn Sâm, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,,Nhà ngõ,,16 m,82.6 m²,3000000000,"36,59 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,82.6 m²,1 phòng,Phường Tam Hiệp,5.2 m
"Đường Quang Trung, Phường Xuân Hoà, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,,2,,Nhà mặt phố,,,261 m²,11000000000,"42,15 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,261 m²,2 phòng,Phường Xuân Hoà,6.3 m
"Đường Trần Thị Hoa, Phường Bình Đa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Hoàn thiện cơ bản,Nhà ngõ,,11 m,80 m²,1700000000,"32,69 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,52 m²,2 phòng,Phường Bình Đa,5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà biệt thự,,20 m,220 m²,7900000000,"65,83 triệu/m²",,,Đồng Nai,3 phòng,120 m²,3 phòng,Xã Long Hưng,6 m
"Đường Hương Lộ 6, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Đông Nam,,,Nhà mặt phố,,25 m,100 m²,1450000000,"14,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,100 m²,2 phòng,Xã Thạnh Phú,4 m
"Đường Nguyễn Văn Hoài, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất đầy đủ,Nhà biệt thự,,20 m,,10600000000,53 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,5 phòng,200 m²,4 phòng,Phường Tân Phong,10 m
"lữ mành, Phường Thanh Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,3,Nội thất đầy đủ,Nhà mặt phố,,13.5 m,150 m²,5700000000,114 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,50 m²,2 phòng,Phường Thanh Bình,3.8 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất đầy đủ,Nhà ngõ,,21 m,,2190000000,"19,04 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,115 m²,1 phòng,Phường Trảng Dài,5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà biệt thự,,25 m,,12000000000,"68,57 triệu/m²",,,Đồng Nai,3 phòng,175 m²,2 phòng,Xã Long Hưng,7 m
"Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất đầy đủ,Nhà mặt phố,,20 m,,3750000000,"37,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,100 m²,1 phòng,Phường Tân Hiệp,5 m
"Đường 1, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,A1,Bắc,3,,Nhà phố liền kề,,100 m,300 m²,123456789,"1,23 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,2 phòng,Phường Long Bình Tân,5 m
"Đường Bà Ký, Xã Long Phước, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Nam,,,Nhà mặt phố,,65 m,923 m²,6200000000,"6,72 triệu/m²",Đã có sổ,,Đồng Nai,4 phòng,923 m²,5 phòng,Xã Long Phước,18 m
"Đường Phạm Văn Thuận, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,15 m,56 m²,820000000,"14,64 triệu/m²",Giấy tờ khác,,Đồng Nai,1 phòng,56 m²,1 phòng,Phường Tam Hiệp,3 m
"1/20A- KP 5, Đường Nguyễn Văn Hoa, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,,Nhà ngõ,,10 m,100 m²,1750000000,35 triệu/m²,Đã có sổ,,Đồng Nai,2 phòng,50 m²,1 phòng,Phường Thống Nhất,5 m
"41/12/9, Đường Phạm Văn Thuận, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,,Hoàn thiện cơ bản,Nhà ngõ,,7.5 m,50 m²,950000000,"15,83 triệu/m²",Giấy tờ khác,,Đồng Nai,2 phòng,60 m²,1 phòng,Phường Thống Nhất,8 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Đảo Phượng Hoàng - Khu North,,4,Bàn giao thô,Nhà phố liền kề,,22 m,375 m²,28400000000,"109,23 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,260 m²,4 phòng,Xã Long Hưng,7 m
"b05, Vũ Hồng Phô, Phường Bình Đa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,,Hoàn thiện cơ bản,Nhà ngõ,,,43 m²,3500000000,"81,4 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,43 m²,1 phòng,Phường Bình Đa,
"262, Đường Nguyễn Văn Tỏ, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,262,Đông Nam,3,Hoàn thiện cơ bản,Nhà mặt phố,,37 m,384 m²,8000000000,"39,8 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,201 m²,3 phòng,Phường Long Bình Tân,5 m
"Bán đảo Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,Bắc,,,Nhà biệt thự,,20 m,220 m²,7400000000,"46,25 triệu/m²",,,Đồng Nai,3 phòng,160 m²,,Xã Đại Phước,8 m
"Đường Trần Công An, Phường Trung Dũng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,,Nhà ngõ,,23 m,113 m²,2650000000,"23,45 triệu/m²",,,Đồng Nai,2 phòng,113 m²,1 phòng,Phường Trung Dũng,5 m
"Đường N1, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất đầy đủ,Nhà mặt phố,,,160 m²,13800000000,"172,5 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,80 m²,3 phòng,Phường Thống Nhất,4 m
"39/79, NGUYỄN VĂN HOA, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,1,Bàn giao thô,Nhà ngõ,,32 m,190 m²,4500000000,"19,48 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,231 m²,2 phòng,Phường Thống Nhất,6.2 m
"22/12, cách mạng tháng 8, Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,Bàn giao thô,Nhà ngõ,,12 m,130 m²,2300000000,"33,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,69 m²,2 phòng,Phường Quyết Thắng,5.5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,3,Bàn giao thô,Nhà phố liền kề,,20 m,200 m²,7800000000,"70,91 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,110 m²,3 phòng,Xã Long Hưng,5 m
"79, huỳnh văn nghệ, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,Bàn giao thô,Nhà mặt phố,,8 m,50 m²,2950000000,"79,73 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,37 m²,2 phòng,Phường Bửu Long,5 m
"Đường Trần Quốc Toản, Phường An Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,12 m,60 m²,3950000000,"65,83 triệu/m²",,,Đồng Nai,3 phòng,60 m²,3 phòng,Phường An Bình,5 m
"19/79, huỳnh văn nghệ, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,Bàn giao thô,Nhà ngõ,,18 m,65 m²,1800000000,"27,69 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,65 m²,1 phòng,Phường Bửu Long,3.7 m
"Đường Phạm Văn Đồng, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,Khu SUNRISE,,3,Hoàn thiện cơ bản,Nhà biệt thự,,15 m,180 m²,5700000000,"54,29 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,105 m²,4 phòng,Thị trấn Long Thành,7 m
